ratio_loss_0.1,ratio_loss_0.2,ratio_loss_0.6,ratio_loss_0.8,ratio_loss_0.9
0.0001327496720477,0.0001248437911272,0.0001075459877029,7.55318105802e-05,8.09410121291e-05
0.0001356421998934,0.0001232213689945,0.0001039222843246,8.48387426231e-05,8.16353422123e-05
0.0001346731296507,0.0001191477349493,0.0001054446984198,7.6801792602e-05,8.63826790009e-05
0.0001398955646436,0.0001194659707834,0.0001027254111249,8.00265261204e-05,8.35781975183e-05
0.0001341478200629,0.0001227782777277,0.0001021413991111,7.31416221242e-05,7.95290179667e-05
0.0001387059455737,0.0001185708097182,0.0001041836803779,7.81578273745e-05,7.89936821092e-05
0.0001271318324143,0.000118951073091,0.0001036333705997,7.6364747656e-05,8.16976535134e-05
0.0001246690371772,0.0001143515110015,0.000100680765172,7.67573073972e-05,8.15490930108e-05
0.0001333463296759,0.0001147721050074,0.0001072765007847,7.45505603845e-05,8.08082113508e-05
0.00012563362543,0.000112511057523,9.72677808022e-05,7.73001083871e-05,8.05234740255e-05
0.0001307718484895,0.0001169673414551,9.66489824349e-05,7.1577145718e-05,8.24843809823e-05
0.0001346346543869,0.0001119531953008,0.0001025944657158,7.40687682991e-05,7.57328234612e-05
0.0001286626211367,0.0001100732188206,0.0001008399412967,7.36986694391e-05,8.17551044747e-05
0.000128465850139,0.000109650165541,9.91452980088e-05,7.23201956134e-05,7.48333113733e-05
0.0001282000885112,0.0001157022561528,0.0001110936864279,7.68394966144e-05,7.46367149986e-05
0.0001261850702576,0.0001186177323688,9.89354011835e-05,7.58295936975e-05,7.80838017817e-05
0.0001275660761166,0.0001089947108994,0.0001047425612341,7.99071422079e-05,7.76680681155e-05
0.000127302846522,0.0001145240676123,9.64463833952e-05,7.42515985621e-05,7.98919500084e-05
0.0001264835591427,0.0001133846526499,0.0001055683096637,7.28409941075e-05,7.74579093558e-05
0.00012495626288,0.0001132506877183,9.34698618948e-05,6.97603463777e-05,7.66138036851e-05
0.0001195373188238,0.0001129374795709,0.0001049775528372,7.73441497585e-05,7.26351427147e-05
0.000122981815366,0.0001097637141356,9.84664729912e-05,7.13271292624e-05,7.36360088922e-05
0.0001280721626244,0.000112351073767,9.21072569326e-05,6.90479646436e-05,7.54149077693e-05
0.0001171168405562,0.0001140089007094,9.1988054919e-05,7.05033307895e-05,7.42960110073e-05
0.0001186860754387,0.0001088303397409,0.0001063125018845,7.09757223376e-05,7.52224805182e-05
0.0001159708263003,0.0001108362121158,9.62228223215e-05,7.05673155607e-05,7.70314945839e-05
0.000117710987979,0.0001075815962394,0.0001036016328725,7.19138479325e-05,7.40100513212e-05
0.0001144185080192,0.0001146064023487,9.84593498287e-05,6.61671874695e-05,7.25572826922e-05
0.0001196117009385,0.0001015727902995,9.5172013971e-05,6.60569203319e-05,7.59576359996e-05
0.0001193009011331,0.0001088237113435,0.0001035471868817,6.85782651999e-05,7.06467253621e-05
0.0001140722888521,0.0001069952559191,0.0001084594478015,7.31301697669e-05,7.54269276512e-05
0.0001141819375334,0.0001042765943566,8.84341570781e-05,6.88770305714e-05,7.30775136617e-05
0.0001133715486503,0.000100974808447,0.0001018788607325,7.48521924833e-05,7.00808595865e-05
0.0001228948240168,0.0001017842587316,0.000101675701444,7.13253539288e-05,7.04245176166e-05
0.0001226960157509,9.99936310108e-05,9.24555497476e-05,6.59229190205e-05,7.17897783033e-05
0.0001166537913377,0.0001001988275675,9.57114389166e-05,7.13276313035e-05,7.21549004083e-05
0.0001122069443226,0.000103769270936,9.4520044513e-05,6.56589545542e-05,6.98242947692e-05
0.0001168831659015,9.93658759398e-05,9.19334561331e-05,6.69336077407e-05,6.96167408023e-05
0.0001091532976715,0.0001033458975143,8.7301727035e-05,6.82720856275e-05,7.13642220944e-05
0.0001105912742787,9.66876541497e-05,8.98736907402e-05,6.89826556481e-05,7.39598035579e-05
0.0001131333410739,0.0001050985083566,8.49699281388e-05,6.55437324894e-05,7.3455797974e-05
0.0001138989755418,0.0001004147343337,8.68953502504e-05,6.60133955534e-05,7.122111856e-05
0.000107306150312,0.0001013840956147,9.18960868148e-05,6.92848334438e-05,6.79906952427e-05
0.0001121512032113,0.0001006184611469,8.86337729752e-05,6.84080296196e-05,6.88890359015e-05
